Identifier,Polymer EntityData,,,,
Entry ID,Asym ID,Auth Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"5B51","A","A",55151,100
,,,13752,95
,,,13107,90
,,,11962,70
,,,10489,50
,,,11021,30
"5B4Z","A","A",87253,100
,,,13752,95
,,,13107,90
,,,11962,70
,,,10489,50
,,,11021,30
"5B5E","A","A",1275,100
,"T","a",479,95
,,,504,90
,,,432,70
,,,415,50
,,,439,30
,"B","B",362,100
,"U","b",480,95
,,,507,90
,,,431,70
,,,414,50
,,,438,30
,"C","C",379,100
,"V","c",495,95
,,,521,90
,,,436,70
,,,422,50
,,,448,30
,"D","D",401,100
,"W","d",476,95
,,,452,90
,,,429,70
,,,416,50
,,,442,30
,"E","E",363,100
,"X","e",481,95
,,,508,90
,,,480,70
,,,421,50
,,,445,30
,"F","F",485,100
,"Y","f",622,95
,,,658,90
,,,641,70
,,,583,50
,,,604,30
,"G","H",372,100
,"Z","h",490,95
,,,518,90
,,,487,70
,,,483,50
,,,508,30
,"AA","i",381,100
,"H","I",500,95
,,,530,90
,,,439,70
,,,424,50
,,,450,30
,"BA","j",430,100
,"I","J",538,95
,,,571,90
,,,634,70
,,,520,50
,,,544,30
,"CA","k",721,100
,"J","K",948,95
,,,943,90
,,,887,70
,,,434,50
,,,459,30
,"DA","l",373,100
,"K","L",491,95
,,,519,90
,,,442,70
,,,427,50
,,,456,30
,"EA","m",424,100
,"L","M",506,95
,,,538,90
,,,592,70
,,,474,50
,,,507,30
,"FA","o",425,100
,"M","O",1099,95
,,,1170,90
,,,633,70
,,,608,50
,,,536,30
,"GA","t",374,100
,"N","T",492,95
,,,520,90
,,,559,70
,,,428,50
,,,457,30
,"HA","u",751,100
,"O","U",972,95
,,,1007,90
,,,1078,70
,,,1076,50
,,,1107,30
,"IA","v",702,100
,"P","V",918,95
,,,968,90
,,,1038,70
,,,916,50
,,,922,30
,"JA","y",806,100
,"Q","Y",1029,95
,,,1080,90
,,,1165,70
,,,1144,50
,,,1176,30
,"KA","x",417,100
,"R","X",534,95
,,,564,90
,,,600,70
,,,584,50
,,,605,30
,"LA","z",382,100
,"S","Z",501,95
,,,531,90
,,,552,70
,,,475,50
,,,496,30
"5ARG","A","A",5417,100
,,,2046,95
,,,1931,90
,,,1938,70
,,,1933,50
,,,881,30
"5B3U","A","A",20996,100
,"B","B",18235,95
,,,17610,90
,,,17676,70
,,,13422,50
,,,12666,30
"2ZLT","A","A",3238,100
,,,2304,95
,,,2349,90
,,,38,70
,,,11,50
,,,14,30
,"B","B",1932,100
,,,2305,95
,,,2350,90
,,,31,70
,,,11,50
,,,14,30
"5B3V","A","B",20996,100
,"B","A",18235,95
,"C","C",17610,90
,"D","D",17676,70
,,,13422,50
,,,12666,30
"2ZLX","A","A",3238,100
,"C","C",2304,95
,,,2349,90
,,,38,70
,,,11,50
,,,14,30
,"B","B",1932,100
,"D","D",2305,95
,,,2350,90
,,,31,70
,,,11,50
,,,14,30
"2ZLW","A","A",3238,100
,"C","C",2304,95
,,,2349,90
,,,38,70
,,,11,50
,,,14,30
,"B","B",1932,100
,"D","D",2305,95
,,,2350,90
,,,31,70
,,,11,50
,,,14,30
"2ZLV","A","A",3238,100
,,,2304,95
,,,2349,90
,,,38,70
,,,11,50
,,,14,30
,"B","B",1932,100
,,,2305,95
,,,2350,90
,,,31,70
,,,11,50
,,,14,30
"6DUX","A","A",22676,100
,"B","B",32821,95
,,,29473,90
,,,14833,70
,,,13953,50
,,,5930,30
"2ZLU","A","A",3238,100
,,,2304,95
,,,2349,90
,,,38,70
,,,11,50
,,,14,30
,"B","B",1932,100
,,,2305,95
,,,2350,90
,,,31,70
,,,11,50
,,,14,30
"1WIY","A","A",68834,100
,"B","B",26286,95
,,,32581,90
,,,20385,70
,,,20749,50
,,,20860,30
"2ZKJ","A","A",5132,100
,"B","B",5863,95
,,,6181,90
,,,6190,70
,,,892,50
,,,917,30
"6DU7","A","A",91580,100
,"B","B",66849,95
,"C","C",61700,90
,"D","D",33016,70
,"E","E",1170,50
,"F","F",300,30
,"G","G"
,"H","H"
"5B2U","A","A",34032,100
,"B","B",290,95
,,,309,90
,,,330,70
,,,341,50
,,,359,30
"5B2X","A","A",34032,100
,"B","B",290,95
,,,309,90
,,,330,70
,,,341,50
,,,359,30
"5B2Y","A","A",772,100
,"B","B",290,95
,,,309,90
,,,330,70
,,,341,50
,,,359,30
"5B2V","A","A",772,100
,"B","B",290,95
,,,309,90
,,,330,70
,,,341,50
,,,359,30
"5B2W","A","A",772,100
,"B","B",290,95
,,,309,90
,,,330,70
,,,341,50
,,,359,30
"5ARF","A","A",5417,100
,,,2046,95
,,,1931,90
,,,1938,70
,,,1933,50
,,,881,30
"6DUE","A","A",48859,100
,,,36306,95
,,,73386,90
,,,56447,70
,,,5523,50
,,,5333,30
"6E4T","A","A",4419,100
,,,2522,95
,,,2363,90
,,,2177,70
,,,1620,50
,,,1671,30
,"B","B",20429,100
,,,3704,95
,,,3823,90
,,,2551,70
,,,2498,50
,,,2463,30
,"C","C",1814,100
,,,1046,95
,,,1095,90
,,,1183,70
,,,1169,50
,,,1224,30
"6E4U","A","A",4419,100
,,,2522,95
,,,2363,90
,,,2177,70
,,,1620,50
,,,1671,30
,"B","B",20429,100
,,,3704,95
,,,3823,90
,,,2551,70
,,,2498,50
,,,2463,30
