Identifier,Polymer EntityData,,,,,,,,,,,,,,
Entry ID,Entity ID,Asym ID,Auth Asym ID,Database Name,Accession Code(s),Sequence Cluster  ID,Sequence Cluster Identity Threshold,Macromolecule Name,Provenance Source,Gene Name,Source Organism,Taxonomy ID,Value,Provenance Code,
"4A2D","1","A","A","UniProt","Q1W6B1",8392,100,"LACCASE","UniProt","lac1","Coriolopsis gallica",76126,"Laccase","up:Protein.up:submittedName.up:fullName"
,,,,,,4760,95
,,,,,,3875,90
,,,,,,1659,70
,,,,,,584,50
,,,,,,466,30
"4A0G","1","A, B, C, D","A, B, C, D","UniProt","B0F481",21392,100,"ADENOSYLMETHIONINE-8-AMINO-7-OXONONANOATE AMINOTRANSFERASE","UniProt","BIO3-BIO1","Arabidopsis thaliana",3702,"Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial","up:Protein.up:recommendedName.up:fullName"
,,,,,,13277,95,,"UniProt","BIO1"
,,,,,,13496,90,,"UniProt","BIO3"
,,,,,,11751,70,,"UniProt","At5g57590"
,,,,,,12419,50,,"UniProt","MUA2.17/MUA2.18"
,,,,,,11089,30
"4A0F","1","A, B","A, B","UniProt","B0F481",101335,100,"ADENOSYLMETHIONINE-8-AMINO-7-OXONONANOATE AMINOTRANSFERASE","UniProt","BIO3-BIO1","Arabidopsis thaliana",3702,"Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial","up:Protein.up:recommendedName.up:fullName"
,,,,,,13277,95,,"UniProt","BIO1"
,,,,,,13496,90,,"UniProt","BIO3"
,,,,,,11751,70,,"UniProt","At5g57590"
,,,,,,12419,50,,"UniProt","MUA2.17/MUA2.18"
,,,,,,11089,30
"4A0D","1","A","A","UniProt","Q86W56",1701,100,"POLY(ADP-RIBOSE) GLYCOHYDROLASE","UniProt","PARG","Homo sapiens",9606,"Poly(ADP-ribose) glycohydrolase","up:Protein.up:recommendedName.up:fullName"
,,,,,,1332,95
,,,,,,1265,90
,,,,,,1360,70
,,,,,,1342,50
,,,,,,1367,30
"4A14","1","A","A","UniProt","Q2M1P5",94974,100,"KINESIN-LIKE PROTEIN KIF7","UniProt","KIF7","Homo sapiens",9606,"Kinesin-like protein KIF7","up:Protein.up:recommendedName.up:fullName"
,,,,,,22815,95,,"UniProt","UNQ340/PRO539"
,,,,,,26893,90
,,,,,,21500,70
,,,,,,21272,50
,,,,,,266,30
"4A0S","1","A, B, C, D","A, B, C, D","UniProt","F0V3Z3",27516,100,"OCTENOYL-COA REDUCTASE/CARBOXYLASE","UniProt","cinF","Streptomyces cinnabarigriseus",319633,"Octenoyl-CoA reductase/carboxylase","up:Protein.up:submittedName.up:fullName"
,,,,,,32237,95
,,,,,,23971,90
,,,,,,27848,70
,,,,,,4779,50
,,,,,,5016,30
"4A0P","1","A","A","UniProt","O75581",17346,100,"LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 6","UniProt","LRP6","Homo sapiens",9606,"Low-density lipoprotein receptor-related protein 6","up:Protein.up:recommendedName.up:fullName"
,,,,,,5887,95
,,,,,,6050,90
,,,,,,6051,70
,,,,,,5789,50
,,,,,,3673,30
"4A0M","1","A, B, C, D","A, B, C, D","UniProt","P17202",7264,100,"BETAINE ALDEHYDE DEHYDROGENASE, CHLOROPLASTIC",,,"Spinacia oleracea",3562,"Aminoaldehyde dehydrogenase BADH","up:Protein.up:recommendedName.up:fullName"
,,,,,,7048,95
,,,,,,6676,90
,,,,,,3998,70
,,,,,,3885,50
,,,,,,151,30
"4A0X","1","A","A","UniProt","Q2FZ56",11981,100,"TRANSCRIPTION FACTOR FAPR",,,"Staphylococcus aureus",1280,"Transcription factor FapR","up:Protein.up:recommendedName.up:fullName"
,,,,,,11971,95
,,,,,,13342,90
,,,,,,12390,70
,,,,,,11947,50
,,,,,,9552,30
"4A16","1","A, B, C, D","A, B, C, D","UniProt","P21836",1084,100,"ACETYLCHOLINESTERASE","UniProt","Ache","Mus musculus",10090,"Acetylcholinesterase","up:Protein.up:recommendedName.up:fullName"
,,,,,,397,95
,,,,,,417,90
,,,,,,243,70
,,,,,,87,50
,,,,,,67,30
"4A0T","1","A, B, C","A, B, C","UniProt","P03748",74930,100,"TAIL FIBER PROTEIN","UniProt","17","Escherichia phage T7",10760,"Tail fiber protein","up:Protein.up:recommendedName.up:fullName"
,,,,,,33910,95
,,,,,,31601,90
,,,,,,27099,70
,,,,,,20613,50
,,,,,,21031,30
"4A03","1","A, B","A, B","UniProt","P9WNS1",2602,100,"1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE","UniProt","dxr","Mycobacterium tuberculosis H37Rv",83332,"1-deoxy-D-xylulose 5-phosphate reductoisomerase","up:Protein.up:recommendedName.up:fullName"
,,,,,,2029,95,,"UniProt","Rv2870c"
,,,,,,2078,90,,"UniProt","MTCY274.01c"
,,,,,,2110,70
,,,,,,2129,50
,,,,,,725,30
"4A00","1","A","A","UniProt","P00509",21565,100,"ASPARTATE AMINOTRANSFERASE",,,"Escherichia coli",562,"Aspartate aminotransferase","up:Protein.up:recommendedName.up:fullName"
,,,,,,406,95
,,,,,,428,90
,,,,,,447,70
,,,,,,430,50
,,,,,,305,30
"4A05","1","A","A","UniProt","G0SD43",100394,100,"CELLOBIOHYDROLASE FAMILY 6",,,"Chaetomium thermophilum",209285,"Glucanase","up:Protein.up:recommendedName.up:fullName"
,,,,,,43302,95
,,,,,,57355,90
,,,,,,2154,70
,,,,,,1670,50
,,,,,,1357,30
"8LPR","1","A","A","UniProt","P00778",5490,100,"ALPHA-LYTIC PROTEASE","UniProt","alpha-LP","Lysobacter enzymogenes",69,"Alpha-lytic protease","up:Protein.up:recommendedName.up:fullName"
,,,,,,868,95
,,,,,,898,90
,,,,,,898,70
,,,,,,902,50
,,,,,,472,30
,"2","B","P",,,,,"METHOXYSUCCINYL-ALA-ALA-PRO-PHENYLALANINE BORONIC ACID INHIBITOR"
"3ZZX","1","A, B","A, B","UniProt","B1PWB9",6400,100,"THIOREDOXIN",,,"Penaeus vannamei",6689,"Thioredoxin","up:Protein.up:recommendedName.up:fullName"
,,,,,,4749,95
,,,,,,4663,90
,,,,,,4762,70
,,,,,,3059,50
,,,,,,228,30
"3ZZW","1","A, B","A, B","UniProt","Q01974",23322,100,"TYROSINE-PROTEIN KINASE TRANSMEMBRANE RECEPTOR ROR2","UniProt","ROR2","Homo sapiens",9606,"Tyrosine-protein kinase transmembrane receptor ROR2","up:Protein.up:recommendedName.up:fullName"
,,,,,,29804,95,,"UniProt","NTRKR2"
,,,,,,30021,90
,,,,,,20205,70
,,,,,,17633,50
,,,,,,5,30
"3ZZV","1","A, B, C","A, B, C","UniProt","Q0B4G1",4837,100,"BAMBL LECTIN","UniProt","Bamb_5415","Burkholderia ambifaria AMMD",339670,"Fucose-binding lectin protein","up:Protein.up:submittedName.up:fullName"
,,,,,,5746,95
,,,,,,5785,90
,,,,,,1011,70
,,,,,,1024,50
,,,,,,1042,30
