Identifier,Polymer EntityData,,,,
Entry ID,Asym ID,Auth Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"3QI8","A","B",47479,100
,"B","A",290,95
,,,309,90
,,,330,70
,,,341,50
,,,359,30
"5X06","A","A",539,100
,"B","B",628,95
,"C","C",667,90
,"D","D",748,70
,,,681,50
,,,556,30
,"E","E",89082,100
,"F","F",70626,95
,"G","G",67003,90
,"H","H",34905,70
,,,46301,50
,,,44202,30
"1KBO","A","A",2688,100
,"B","B",2613,95
,"C","C",2609,90
,"D","D",2301,70
,,,2345,50
,,,2374,30
"4TLA","A","A",31472,100
,"B","B",4772,95
,"C","C",4683,90
,"D","D",3677,70
,"E","E",3626,50
,"F","F",2968,30
"6ZRA","A","A",5369,100
,,,1409,95
,,,1431,90
,,,1528,70
,,,1489,50
,,,13,30
"6ZRB","A","A",1921,100
,,,1457,95
,,,1543,90
,,,1547,70
,,,1513,50
,,,881,30
"5WOL","A","A",110269,100
,,,49718,95
,,,35145,90
,,,59535,70
,,,31016,50
,,,3162,30
"5WOH","A","A",101,100
,"C","C",117,95
,,,123,90
,,,38,70
,,,11,50
,,,14,30
,"B","B",140,100
,"D","D",115,95
,,,120,90
,,,31,70
,,,11,50
,,,14,30
"5X0G","A","A",18155,100
,,,8466,95
,,,9112,90
,,,6595,70
,,,7094,50
,,,6612,30
"5WOG","A","A",101,100
,"B","B",117,95
,,,123,90
,,,38,70
,,,11,50
,,,14,30
,"C","C",140,100
,"D","D",115,95
,,,120,90
,,,31,70
,,,11,50
,,,14,30
"3QGP","A","A",9983,100
,"B","B",7550,95
,,,7710,90
,,,6885,70
,,,4939,50
,,,5124,30
"6ZPO","A","8",2308,100
,,,2827,95
,,,3046,90
,,,2565,70
,,,2043,50
,,,2008,30
,"U","a",1591,100
,,,1946,95
,,,1880,90
,,,1439,70
,,,1418,50
,,,1453,30
,"V","b",1835,100
,,,2232,95
,,,1881,90
,,,1849,70
,,,1885,50
,,,1868,30
,"W","d",2015,100
,,,2292,95
,,,2370,90
,,,1879,70
,,,1831,50
,,,1884,30
,"X","e",2113,100
,,,2553,95
,,,2371,90
,,,2342,70
,,,2303,50
,,,2334,30
,"Y","f",2112,100
,,,2551,95
,,,1877,90
,,,1880,70
,,,1832,50
,,,1885,30
,"Z","g",2309,100
,,,2552,95
,,,2345,90
,,,2341,70
,,,2302,50
,,,2333,30
,"AA","h",1337,100
,,,1326,95
,,,1373,90
,,,1464,70
,,,1448,50
,,,1473,30
,"BA","j",2016,100
,,,2485,95
,,,2662,90
,,,2287,70
,,,2270,50
,,,2288,30
,"CA","k",2247,100
,,,2714,95
,,,2503,90
,,,2473,70
,,,2421,50
,,,2457,30
,"B","A",4885,100
,"C","B",618,95
,"D","C",657,90
,,,323,70
,,,262,50
,,,282,30
,"E","D",540,100
,"F","E",636,95
,"G","F",686,90
,,,255,70
,,,238,50
,,,261,30
,"H","G",506,100
,,,637,95
,,,687,90
,,,732,70
,,,714,50
,,,250,30
,"I","H",1006,100
,,,1088,95
,,,1174,90
,,,1234,70
,,,1266,50
,,,512,30
,"J","I",859,100
,,,1074,95
,,,1070,90
,,,1138,70
,,,1126,50
,,,1160,30
,"K","J",1907,100
,,,2121,95
,,,2250,90
,,,2175,70
,,,2254,50
,,,2184,30
,"L","K",1129,100
,"M","L",1183,95
,"N","M",1229,90
,"O","N",1323,70
,"P","O",440,50
,"Q","P",471,30
,"R","Q"
,"S","R"
,"T","S",2014,100
,,,1728,95
,,,1613,90
,,,1597,70
,,,1609,50
,,,696,30
"5WMX","A","A",34676,100
,"B","B",601,95
,,,639,90
,,,693,70
,,,687,50
,,,708,30
"5WMV","A","A",2485,100
,"B","B",601,95
,,,639,90
,,,693,70
,,,687,50
,,,708,30
"5WMW","A","A",34676,100
,"B","B",601,95
,,,639,90
,,,693,70
,,,687,50
,,,708,30
"5WN8","A","A",2485,100
,"B","B",601,95
,,,639,90
,,,693,70
,,,687,50
,,,708,30
"5WMU","A","A",2485,100
,"B","B",601,95
,,,639,90
,,,693,70
,,,687,50
,,,708,30
"1KB9","A","A",7109,100
,,,3756,95
,,,3747,90
,,,3561,70
,,,3618,50
,,,2664,30
,"J","J",5557,100
,,,6323,95
,,,6273,90
,,,434,70
,,,2,50
,,,2,30
,"K","K",5558,100
,,,6324,95
,,,6274,90
,,,146,70
,,,34,50
,,,2,30
,"B","B",3112,100
,,,3668,95
,,,3729,90
,,,3688,70
,,,3573,50
,,,2616,30
,"C","C",10280,100
,,,3669,95
,,,3730,90
,,,2623,70
,,,436,50
,,,397,30
,"D","D",3223,100
,,,4143,95
,,,4090,90
,,,3949,70
,,,570,50
,,,470,30
,"E","E",3439,100
,,,4002,95
,,,4071,90
,,,3977,70
,,,555,50
,,,578,30
,"F","F",5129,100
,,,6138,95
,,,6602,90
,,,6048,70
,,,5763,50
,,,5429,30
,"G","G",3120,100
,,,3733,95
,,,3598,90
,,,3713,70
,,,2576,50
,,,2655,30
,"H","H",3121,100
,,,3734,95
,,,3599,90
,,,3714,70
,,,2620,50
,,,2665,30
,"I","I",6898,100
,,,7542,95
,,,7206,90
,,,7160,70
,,,6366,50
,,,6276,30
"6ZQM","A","A",2020,100
,"B","B",618,95
