Identifier,Polymer EntityData,,,,,,,,,,,,,,
Entry ID,Entity ID,Asym ID,Auth Asym ID,Database Name,Accession Code(s),Sequence Cluster  ID,Sequence Cluster Identity Threshold,Macromolecule Name,Provenance Source,Gene Name,Source Organism,Taxonomy ID,Value,Provenance Code,
"1N06","1","A, B","A, B","UniProt","O74866",12655,100,"PUTATIVE riboflavin kinase","PDB Primary Data","SPCC18.16.C","Schizosaccharomyces pombe",4896,"Riboflavin kinase","up:Protein.up:recommendedName.up:fullName"
,,,,,,14449,95
,,,,,,13649,90
,,,,,,13403,70
,,,,,,10763,50
,,,,,,9405,30
"1N07","1","A, B","A, B","UniProt","O74866",12655,100,"PUTATIVE riboflavin kinase","PDB Primary Data","SPCC18.16c","Schizosaccharomyces pombe",4896,"Riboflavin kinase","up:Protein.up:recommendedName.up:fullName"
,,,,,,14449,95
,,,,,,13649,90
,,,,,,13403,70
,,,,,,10763,50
,,,,,,9405,30
"1N08","1","A, B","A, B","UniProt","O74866",12655,100,"putative riboflavin kinase","PDB Primary Data","SPCC18.16c","Schizosaccharomyces pombe",4896,"Riboflavin kinase","up:Protein.up:recommendedName.up:fullName"
,,,,,,14449,95
,,,,,,13649,90
,,,,,,13403,70
,,,,,,10763,50
,,,,,,9405,30
"1MO9","1","A, B","A, B","UniProt","Q56839",10370,100,"orf3","UniProt","xecC","Xanthobacter autotrophicus Py2",78245,"2-oxopropyl-CoM reductase, carboxylating","up:Protein.up:recommendedName.up:fullName"
,,,,,,7446,95,,"UniProt","Xaut_4867"
,,,,,,7397,90
,,,,,,7055,70
,,,,,,6579,50
,,,,,,6302,30
"1MNZ","1","A","A","UniProt","P24300",352,100,"Xylose isomerase",,,,,"Xylose isomerase","up:Protein.up:recommendedName.up:fullName"
,,,,,,360,95
,,,,,,310,90
,,,,,,335,70
,,,,,,287,50
,,,,,,314,30
"1MOM","1","A","A","UniProt","P16094",42850,100,"MOMORDIN",,,"Momordica charantia",3673,"Ribosome-inactivating protein momordin I","up:Protein.up:recommendedName.up:fullName"
,,,,,,2803,95
,,,,,,492,90
,,,,,,628,70
,,,,,,461,50
,,,,,,245,30
"1N0N","1","A, B","A, B","UniProt","P04179",63651,100,"Superoxide dismutase [Mn]","UniProt","SOD2","Homo sapiens",9606,"Superoxide dismutase [Mn], mitochondrial","up:Protein.up:recommendedName.up:fullName"
,,,,,,1261,95
,,,,,,1295,90
,,,,,,1382,70
,,,,,,299,50
,,,,,,298,30
"1MP0","1","A, B","A, B","UniProt","P11766",5213,100,"alcohol dehydrogenase class III chi chain","PDB Primary Data","ADH5","Homo sapiens",9606,"Alcohol dehydrogenase class-3","up:Protein.up:recommendedName.up:fullName"
,,,,,,5175,95,,"UniProt","ADH5"
,,,,,,5631,90,,"UniProt","ADHX"
,,,,,,5476,70,,"UniProt","FDH"
,,,,,,330,50
,,,,,,350,30
"1N10","1","A, B","A, B","UniProt","P43213",76514,100,"Pollen allergen Phl p 1","PDB Primary Data","PHLPI","Phleum pratense",15957,"Pollen allergen Phl p 1","up:Protein.up:recommendedName.up:fullName"
,,,,,,51526,95,,"UniProt","PHLPI"
,,,,,,56557,90
,,,,,,56121,70
,,,,,,26997,50
,,,,,,16410,30
"1MOP","1","A, B","A, B","UniProt","P9WIL5",647,100,"pantothenate synthetase","PDB Primary Data","panC","Mycobacterium tuberculosis",1773,"Pantothenate synthetase","up:Protein.up:recommendedName.up:fullName"
,,,,,,831,95
,,,,,,890,90
,,,,,,939,70
,,,,,,955,50
,,,,,,974,30
"1MOQ","1","A","A","UniProt","P17169",11087,100,"GLUCOSAMINE 6-PHOSPHATE SYNTHASE",,,"Escherichia coli",562,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","up:Protein.up:recommendedName.up:fullName"
,,,,,,13626,95
,,,,,,13514,90
,,,,,,12657,70
,,,,,,10202,50
,,,,,,3601,30
"1MOS","1","A","A","UniProt","P17169",11087,100,"GLUCOSAMINE 6-PHOSPHATE SYNTHASE",,,"Escherichia coli",562,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","up:Protein.up:recommendedName.up:fullName"
,,,,,,13626,95
,,,,,,13514,90
,,,,,,12657,70
,,,,,,10202,50
,,,,,,3601,30
"1N0S","1","A, B","A, B","UniProt","P09464",46783,100,"Bilin-binding protein",,,"Pieris brassicae",7116,"Bilin-binding protein","up:Protein.up:recommendedName.up:fullName"
,,,,,,28170,95
,,,,,,10629,90
,,,,,,8767,70
,,,,,,8359,50
,,,,,,6029,30
"1MOD","1","A","A","UniProt","P02185",16107,100,"MYOGLOBIN","UniProt","MB","Physeter catodon",9755,"Myoglobin","up:Protein.up:recommendedName.up:fullName"
,,,,,,93,95
,,,,,,16,90
,,,,,,23,70
,,,,,,48,50
,,,,,,68,30
"1MOE","1","A, B","A, B","UniProt","Q5R3X1",87673,100,"anti-CEA mAb T84.66",,,"Mus musculus",10090,"V(H) region of G5 Bb 2.2","up:Protein.up:submittedName.up:fullName"
,,,,,,40500,95,,,,"Mus musculus",10090
,,,,,,55538,90
,,,,,,55975,70
,,,,,,1,50
,,,,,,1,30
"1N0H","1","A, B","A, B","UniProt","P07342",3124,100,"Acetolactate synthase","PDB Primary Data","ILV2","Saccharomyces cerevisiae",4932,"Acetolactate synthase catalytic subunit, mitochondrial","up:Protein.up:recommendedName.up:fullName"
,,,,,,3654,95
,,,,,,3691,90
,,,,,,2075,70
,,,,,,1957,50
,,,,,,1963,30
"1MOH","1","A","A","UniProt","P41260",25967,100,"MONOMERIC HEMOGLOBIN I",,,"Phacoides pectinatus",244486,"Hemoglobin-1","up:Protein.up:recommendedName.up:fullName"
,,,,,,14802,95
,,,,,,12898,90
,,,,,,11420,70
,,,,,,10320,50
,,,,,,5010,30
"1MOK","1","A, B, C, D","A, B, C, D","UniProt","Q56839",10370,100,"orf3","UniProt","xecC","Xanthobacter autotrophicus Py2",78245,"2-oxopropyl-CoM reductase, carboxylating","up:Protein.up:recommendedName.up:fullName"
,,,,,,7446,95,,"UniProt","Xaut_4867"
,,,,,,7397,90
,,,,,,7055,70
,,,,,,6579,50
,,,,,,6302,30
"5YZF","1","A","A","UniProt","P02185",109480,100,"sperm whale myoglobin","UniProt","MB","Physeter catodon",9755,"Myoglobin","up:Protein.up:recommendedName.up:fullName"
,,,,,,93,95
,,,,,,16,90
,,,,,,23,70
,,,,,,48,50
,,,,,,68,30
"5YZC","1","A","A","UniProt","Q786F3",21082,100,"glycoprotein F2","PDB Primary Data","F","Measles virus strain Ichinose-B95a",645098,"Fusion glycoprotein F0","up:Protein.up:recommendedName.up:fullName"
,,,,,,21070,95,,"UniProt","F"
,,,,,,16597,90
,,,,,,18912,70
,,,,,,11842,50
,,,,,,9993,30
,"2","B","B","UniProt","Q786F3",21083,100,"glycoprotein F1,measles virus fusion protein","PDB Primary Data","F","Measles virus strain Ichinose-B95a",645098,"Fusion glycoprotein F0","up:Protein.up:recommendedName.up:fullName"
,,,,,,21071,95,,,,"Measles morbillivirus",11234
,,,,,,16598,90
,,,,,,18913,70
,,,,,,11010,50
,,,,,,11009,30
"1MMT","1","A","A","UniProt","P00439",2679,100,"Phenylalanine-4-hydroxylase","PDB Primary Data","PAH","Homo sapiens",9606,"Phenylalanine-4-hydroxylase","up:Protein.up:recommendedName.up:fullName"
,,,,,,2959,95,,"UniProt","PAH"
,,,,,,2993,90
,,,,,,3069,70
,,,,,,1553,50
,,,,,,1578,30
"5YZD","3","C","B",,,,,"peptide CBZ-DPN-PHE-GLY",,,"Murine respirovirus",11191
,"1","A","A","UniProt","Q786F3",21082,100,"glycoprotein F2","UniProt","F","Measles virus strain Ichinose-B95a",645098,"Fusion glycoprotein F0","up:Protein.up:recommendedName.up:fullName"
,,,,,,21070,95
,,,,,,16597,90
,,,,,,18912,70
,,,,,,11842,50
,,,,,,9993,30
,"2","B","C","UniProt","Q786F3",21083,100,"glycoprotein F1,measles virus fusion protein","UniProt","F","Measles virus strain Ichinose-B95a",645098,"Fusion glycoprotein F0","up:Protein.up:recommendedName.up:fullName"
,,,,,,21071,95,,,,"Measles morbillivirus",11234
,,,,,,16598,90
,,,,,,18913,70
,,,,,,11010,50
,,,,,,11009,30
"1MMV","1","A, B","A, B","UniProt","P29476",107,100,"nitric-oxide synthase, brain","UniProt","Nos1","Rattus norvegicus",10116,"Nitric oxide synthase, brain","up:Protein.up:recommendedName.up:fullName"
,,,,,,41,95,,"UniProt","Bnos"
,,,,,,44,90
,,,,,,55,70
,,,,,,35,50
,,,,,,54,30
"1MMW","1","A, B","A, B","UniProt","P29476",107,100,"nitric-oxide synthase, brain","UniProt","Nos1","Rattus norvegicus",10116,"Nitric oxide synthase, brain","up:Protein.up:recommendedName.up:fullName"
,,,,,,41,95,,"UniProt","Bnos"
,,,,,,44,90
,,,,,,55,70
,,,,,,35,50
,,,,,,54,30
"5YZM","1","A, B, C, D","A, B, C, D","UniProt","Q9RXY9",11992,100,"Acyl-peptide hydrolase, putative","PDB Primary Data","DR_0165","Deinococcus radiodurans R1",243230,"Acyl-peptide hydrolase, putative","up:Protein.up:submittedName.up:fullName"
,,,,,,6654,95,,"UniProt","DR_0165"
,,,,,,7017,90
,,,,,,6917,70
,,,,,,6878,50
,,,,,,6270,30
"1MNK","1","A, B","A, B","UniProt","P02189",47691,100,"MYOGLOBIN","UniProt","MB","Sus scrofa",9823,"Myoglobin","up:Protein.up:recommendedName.up:fullName"
,,,,,,2684,95
,,,,,,16,90
,,,,,,23,70
,,,,,,48,50
,,,,,,68,30
"1MO0","1","A, B","A, B","UniProt","Q10657",76549,100,"Triosephosphate isomerase","UniProt","tpi-1","Caenorhabditis elegans",6239,"Triosephosphate isomerase","up:Protein.up:recommendedName.up:fullName"
,,,,,,63753,95,,"UniProt","Y17G7B.7"
,,,,,,55701,90
,,,,,,59401,70
,,,,,,253,50
,,,,,,234,30
"1MNO","1","A, B","A, B","UniProt","P02189",10635,100,"PROTEIN (MYOGLOBIN)","UniProt","MB","Sus scrofa",9823,"Myoglobin","up:Protein.up:recommendedName.up:fullName"
,,,,,,2684,95
,,,,,,16,90
,,,,,,23,70
,,,,,,48,50
,,,,,,68,30
"5YZI","1","A, B","A, B","UniProt","O88844",26607,100,"Isocitrate dehydrogenase [NADP] cytoplasmic","PDB Primary Data","Idh1","Mus musculus",10090,"Isocitrate dehydrogenase [NADP] cytoplasmic","up:Protein.up:recommendedName.up:fullName"
,,,,,,829,95,,"UniProt","Idh1"
,,,,,,885,90
,,,,,,948,70
,,,,,,766,50
,,,,,,785,30
"1N00","1","A","A","UniProt","P93157",33187,100,"annexin Gh1","UniProt","AnnGh1","Gossypium hirsutum",3635,"Annexin Gh1","up:Protein.up:recommendedName.up:fullName"
,,,,,,29302,95
,,,,,,27244,90
,,,,,,10137,70
,,,,,,9852,50
,,,,,,658,30
"1MO1","1","A, C","A, C","UniProt","O06976",7394,100,"Hpr-like protein crh",,,"Bacillus subtilis",1423,"HPr-like protein Crh","up:Protein.up:recommendedName.up:fullName"
,,,,,,7294,95
,,,,,,6715,90
,,,,,,6948,70
,,,,,,3903,50
,,,,,,815,30
,"2","B, D","B, D","UniProt","O06976",7394,100,"Hpr-like protein crh",,,"Bacillus subtilis",1423,"HPr-like protein Crh","up:Protein.up:recommendedName.up:fullName"
,,,,,,7294,95
,,,,,,6715,90
,,,,,,6948,70
,,,,,,3903,50
