Identifier,Polymer EntityData,,,,,,,,,,,,,,
Entry ID,Entity ID,Asym ID,Auth Asym ID,Database Name,Accession Code(s),Sequence Cluster  ID,Sequence Cluster Identity Threshold,Macromolecule Name,Provenance Source,Gene Name,Source Organism,Taxonomy ID,Value,Provenance Code,
"1SVT","1","A, B, C, D, E, F, G, H, I, J, K, L, M, N","A, B, C, D, E, F, G, H, I, J, K, L, M, N","UniProt","P0A6F5",1534,100,"groEL protein","PDB Primary Data","groL","Escherichia coli",562,"Chaperonin GroEL","up:Protein.up:recommendedName.up:fullName"
,,,,,,870,95,,"PDB Primary Data","groEL"
,,,,,,897,90,,"PDB Primary Data","mopA"
,,,,,,932,70,,"PDB Primary Data","b4143"
,,,,,,856,50,,"PDB Primary Data","C5227"
,,,,,,772,30,,"PDB Primary Data","Z5748"
,,,,,,,,,"PDB Primary Data","ECS5124"
,,,,,,,,,"PDB Primary Data","SF4297"
,,,,,,,,,"PDB Primary Data","S4564"
,"2","O, P, Q, R, S, T, U","O, P, Q, R, S, T, U","UniProt","P0A6F9",2073,100,"groES protein","PDB Primary Data","groS","Escherichia coli",562,"Co-chaperonin GroES","up:Protein.up:recommendedName.up:fullName"
,,,,,,2618,95,,"PDB Primary Data","groES"
,,,,,,2614,90,,"PDB Primary Data","mopB"
,,,,,,2570,70,,"PDB Primary Data","b4142"
,,,,,,1943,50,,"PDB Primary Data","C5226"
,,,,,,1991,30,,"PDB Primary Data","Z5747"
,,,,,,,,,"PDB Primary Data","ECS5123"
,,,,,,,,,"PDB Primary Data","SF4296"
,,,,,,,,,"PDB Primary Data","S4563"
"1T85","1","A","A","UniProt","P00183",24000,100,"Cytochrome P450-cam","PDB Primary Data","camC","Pseudomonas putida",303,"Camphor 5-monooxygenase","up:Protein.up:recommendedName.up:fullName"
,,,,,,280,95,,"PDB Primary Data","cyp101"
,,,,,,305,90,,"UniProt","camC"
,,,,,,323,70,,"UniProt","cyp101"
,,,,,,331,50
,,,,,,337,30
"6ACX","1","A, B","A, B","UniProt","A0R3C5",16833,100,"Mycobacterium smegmatis Mfd","PDB Primary Data","mfd","Mycolicibacterium smegmatis MC2 155",246196,"Transcription-repair-coupling factor","up:Protein.up:recommendedName.up:fullName"
,,,,,,17508,95,,"UniProt","mfd"
,,,,,,18689,90,,"UniProt","MSMEG_5423"
,,,,,,13482,70
,,,,,,11980,50
,,,,,,3213,30
"1T7I","1","A, B","A, B","UniProt","P35963",6508,100,"Pol Polyprotein","PDB Primary Data","POL","Human immunodeficiency virus 1",11676,"Gag-Pol polyprotein","up:Protein.up:recommendedName.up:fullName"
,,,,,,6,95
,,,,,,5,90
,,,,,,9,70
,,,,,,7,50
,,,,,,15,30
"6AD4","1","A, B","A, B","UniProt","P22985",20169,100,"Xanthine dehydrogenase/oxidase","PDB Primary Data","Xdh","Rattus norvegicus",10116,"Xanthine dehydrogenase/oxidase","up:Protein.up:recommendedName.up:fullName"
,,,,,,3358,95,,"UniProt","Xdh"
,,,,,,2979,90
,,,,,,1540,70
,,,,,,1273,50
,,,,,,1278,30
"6ACS","1","A, B","A, B","UniProt","A0A0D5YHU7",62208,100,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)","PDB Primary Data","uppS","Acinetobacter baumannii",470,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)","up:Protein.up:recommendedName.up:fullName"
,,,,,,21739,95,,"PDB Primary Data","ispU"
,,,,,,21220,90,,"PDB Primary Data","ABUW_1737"
,,,,,,17320,70,,"PDB Primary Data","AM462_03305"
,,,,,,15557,50,,"PDB Primary Data","CBI29_02230"
,,,,,,898,30,,"UniProt","uppS"
,,,,,,,,,"UniProt","ABUW_1737"
,,,,,,,,,"UniProt","C6N18_11285"
,,,,,,,,,"UniProt","F2P40_10330"
,,,,,,,,,"UniProt","GNY86_03280"
