Identifier,Polymer EntityData,,,,
Entry ID,Asym ID,Auth Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"4JM6","A","A",570,100
,,,154,95
,,,158,90
,,,183,70
,,,219,50
,,,239,30
"4JLT","A","A",2973,100
,,,2215,95
,,,2220,90
,,,1308,70
,,,493,50
,,,351,30
"4JM5","A","A",570,100
,,,154,95
,,,158,90
,,,183,70
,,,219,50
,,,239,30
"5N0T","A","A",34862,100
,"B","B",2282,95
,,,2359,90
,,,2170,70
,,,2074,50
,,,2140,30
"6PRS","A","A",990,100
,,,1021,95
,,,1074,90
,,,1069,70
,,,1088,50
,,,81,30
"5N0R","A","A",85020,100
,,,2282,95
,,,2359,90
,,,2170,70
,,,2074,50
,,,2140,30
"6Q45","A","A",87723,100
,"B","B",53774,95
,"C","C",47250,90
,"I","I",56212,70
,"J","J",535,50
,"K","K",562,30
,"D","D",87724,100
,"E","E",53775,95
,"F","F",47251,90
,"L","L",255,70
,"M","M",238,50
,"N","N",261,30
,"G","G",87725,100
,"O","O",53776,95
,,,47252,90
,,,56213,70
,,,45333,50
,,,250,30
,"H","H",87726,100
,"P","P",53777,95
,,,47253,90
,,,56214,70
,,,45334,50
,,,41917,30
"5N0S","A","A",76173,100
,"B","B",2282,95
,,,2359,90
,,,2170,70
,,,2074,50
,,,2140,30
"4JLP","A","A",22761,100
,"B","B",3352,95
,,,3518,90
,,,3477,70
,,,3283,50
,,,453,30
"6PRR","A","A",990,100
,,,1021,95
,,,1074,90
,,,1069,70
,,,1088,50
,,,81,30
"4JLO","A","A",22761,100
,"B","B",3352,95
,,,3518,90
,,,3477,70
,,,3283,50
,,,453,30
"4JJZ","A","A",5290,100
,"B","B",4142,95
,,,4089,90
,,,3855,70
,,,2959,50
,,,2966,30
"6Q1Y","A","A",73942,100
,,,68625,95
,,,385,90
,,,386,70
,,,371,50
,,,13,30
"2DEB","A","A",5708,100
,"B","B",5766,95
,,,6248,90
,,,6308,70
,,,5730,50
,,,1594,30
"7STE","A","B",2546,100
,,,2901,95
,,,3042,90
,,,3048,70
,,,2872,50
,,,873,30
,"B","C",2547,100
,,,2902,95
,,,3043,90
,,,3049,70
,,,2559,50
,,,873,30
,"C","D",2548,100
,,,2903,95
,,,3044,90
,,,3050,70
,,,2560,50
,,,873,30
,"D","E",2549,100
,,,2904,95
,,,3045,90
,,,3051,70
,,,2873,50
,,,2660,30
,"E","A",10167,100
,,,9941,95
,,,9779,90
,,,10325,70
,,,9237,50
,,,8988,30
"6PQD","A","A",990,100
,,,1021,95
,,,1074,90
,,,1069,70
,,,1088,50
,,,81,30
"6Q2C","A","A",11459,100
,"B","B",14390,95
,,,14682,90
,,,11489,70
,,,11931,50
,,,405,30
"4JKI","A","A",5290,100
,"B","B",4142,95
,,,4089,90
,,,3855,70
,,,2959,50
,,,2966,30
"4JL6","A","A",3192,100
,"B","B",3352,95
,,,3518,90
,,,3477,70
,,,3283,50
,,,453,30
"6PQV","A","W",3365,100
,,,3966,95
,,,3927,90
,,,3911,70
,,,3851,50
,,,2680,30
,"B","C",5364,100
,"C","B",3631,95
