Identifier,Polymer EntityData,,
Entry ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"6KRF",35418,100
,93,95
,16,90
,23,70
,48,50
,68,30
"6KRT",51130,100
,48792,95
,4931,90
,4766,70
,4561,50
,4290,30
"4EM4",12600,100
,6240,95
,6039,90
,6021,70
,5997,50
,1955,30
"3BJ3",20875,100
,15270,95
,11860,90
,1636,70
,1246,50
,14,30
,13892,100
,15271,95
,11861,90
,1804,70
,10,50
,14,30
"4EM3",12600,100
,6240,95
,6039,90
,6021,70
,5997,50
,1955,30
"3BJ2",13892,100
,15271,95
,11861,90
,1804,70
,10,50
,14,30
,20875,100
,15270,95
,11860,90
,1636,70
,1246,50
,14,30
"6KS6",4024,100
,4628,95
,4862,90
,4492,70
,1838,50
,214,30
,4025,100
,4629,95
,4863,90
,4493,70
,1503,50
,214,30
,6182,100
,4630,95
,4864,90
,4494,70
,1859,50
,214,30
,3636,100
,4218,95
,4410,90
,4128,70
,1621,50
,214,30
,18939,100
,8349,95
,4947,90
,4859,70
,1839,50
,214,30
,3878,100
,4702,95
,4684,90
,4684,70
,1831,50
,214,30
,4026,100
,4631,95
,4865,90
,4495,70
,4461,50
,214,30
,3877,100
,4701,95
,4683,90
,4683,70
,1840,50
,214,30
"3BJ1",20875,100
,15270,95
,11860,90
,1636,70
,1246,50
,14,30
,13892,100
,15271,95
,11861,90
,1804,70
,10,50
,14,30
"6L3P",35609,100
,24802,95
,3955,90
,3997,70
,3479,50
,3427,30
"3BJ8",28944,100
,3471,95
,3417,90
,3389,70
,3233,50
,2620,30
"3BJ7",28944,100
,3471,95
,3417,90
,3389,70
,3233,50
,2620,30
"6KS9",3256,100
,3089,95
,3248,90
,3051,70
,2844,50
,2800,30
"6L2C",28351,100
,31464,95
,28804,90
,30163,70
,2135,50
,352,30
"3BHI",7092,100
,9137,95
,9185,90
,6220,70
,5811,50
,5464,30
"6L2I",100706,100
,10013,95
,10709,90
,10879,70
,1730,50
,1081,30
"7O5M",32359,100
,10376,95
,9665,90
,9698,70
,9785,50
,675,30
"6L2J",61023,100
,446,95
,475,90
,498,70
,489,50
,516,30
"3BHF",34983,100
,2418,95
,2483,90
,2291,70
,2398,50
,2160,30
"7O5L",32359,100
,10376,95
,9665,90
,9698,70
,9785,50
,675,30
"3BI2",2851,100
,2838,95
,2937,90
,2985,70
,2967,50
,2841,30
"6L32",645,100
,446,95
,475,90
,498,70
,489,50
,516,30
"6KQQ",18500,100
,20953,95
,18712,90
,7319,70
,6315,50
,3156,30
"3BHM",7092,100
,9137,95
,9185,90
,6220,70
,5811,50
,5464,30
"6KQP",18500,100
,20953,95
,18712,90
,7319,70
,6315,50
,3156,30
"3BHK",34983,100
,2418,95
,2483,90
,2291,70
,2398,50
,2160,30
"3BHJ",7092,100
,9137,95
,9185,90
,6220,70
,5811,50
,5464,30
"6L2Z",69513,100
,10013,95
,10709,90
,10879,70
,1730,50
,1081,30
"6L39",23939,100
,24083,95
,26158,90
,20634,70
,25173,50
,80,30
"3BI5",2851,100
,2838,95
,2937,90
,2985,70
,2967,50
,2841,30
"3BI4",2851,100
,2838,95
,2937,90
,2985,70
,2967,50
,2841,30
"6L2U",83847,100
,72500,95
,62845,90
,56036,70
,41263,50
,25278,30
"5HNT",1681,100
,819,95
,877,90
,481,70
,398,50
,121,30
"5HNU",1681,100
,819,95
,877,90
,481,70
,398,50
,121,30
"6L1B",701,100
,289,95
,307,90
,332,70
,338,50
,358,30
"6L1A",701,100
,289,95
,307,90
,332,70
,338,50
,358,30
"4EJI",9614,100
,2353,95
,2462,90
,2458,70
,495,50
,351,30
"4EJH",9614,100
,2353,95
,2462,90
,2458,70
,495,50
,351,30
"4EJG",9614,100
,2353,95
,2462,90
,2458,70
,495,50
,351,30
"7NSE",247,100
,180,95
,190,90
,217,70
,35,50
,54,30
"7O4R",4197,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
,4198,100
,3392,95
,3140,90
,3138,70
,3020,50
,352,30
"4EK1",47909,100
,280,95
,305,90
,323,70
,331,50
,337,30
"5HMR",5708,100
,7218,95
,7348,90
,6683,70
,4908,50
,1739,30
"6KPS",1072,100
,602,95
,627,90
,697,70
,696,50
,713,30
"7O4T",4197,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
,4198,100
,3392,95
,3140,90
,3138,70
,3020,50
,352,30
"5HMP",27033,100
,27908,95
,22123,90
,22899,70
,1401,50
,292,30
"6L1Q",109569,100
,78541,95
,64165,90
,57271,70
,43172,50
,43704,30
"7O4S",4197,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
,4198,100
,3392,95
,3140,90
,3138,70
,3020,50
,352,30
"4EJM",27637,100
,26425,95
,23062,90
,30019,70
,18724,50
,787,30
"7O4N",18509,100
,16177,95
,19978,90
,16982,70
,15419,50
,5438,30
"5HMN",48193,100
,69443,95
,46788,90
,50328,70
,28514,50
,7368,30
"4EJJ",4379,100
,2353,95
,2462,90
,2458,70
,495,50
,351,30
"4EJX",25062,100
,13730,95
,12905,90
,7643,70
,7608,50
,6736,30
,1262,100
,1523,95
,1558,90
,1611,70
,1575,50
,1640,30
,1263,100
,1524,95
,1559,90
,1612,70
,1576,50
,1641,30
"6L1X",17139,100
,21895,95
,21376,90
,19631,70
,7779,50
,5718,30
"7O4V",4197,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
,4198,100
,3392,95
,3140,90
,3138,70
,3020,50
,352,30
"7O4U",4197,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
"7O4X",40849,100
,35324,95
,33984,90
,44294,70
,43482,50
,798,30
"6KPT",24502,100
,3089,95
,3248,90
,3051,70
,2844,50
,2800,30
"7O3C",14099,100
,13375,95
,13549,90
,606,70
,585,50
,603,30
,21273,100
,18501,95
,1525,90
,1410,70
,1367,50
,1436,30
,14108,100
,13382,95
,13554,90
,1815,70
,1688,50
,1686,30
,21274,100
,18310,95
,18442,90
,14861,70
,15493,50
,15276,30
,21275,100
,18311,95
,501,90
,540,70
,377,50
,400,30
,21276,100
,18312,95
,509,90
,541,70
,541,50
,422,30
,21277,100
,18313,95
,18443,90
,542,70
,462,50
,450,30
,21278,100
,18314,95
,18444,90
,597,70
,591,50
,626,30
,410,100
,525,95
,552,90
,598,70
,587,50
,606,30
,21279,100
,18315,95
,18445,90
,599,70
,588,50
,607,30
,21280,100
,18316,95
,18446,90
,624,70
,620,50
,650,30
,14100,100
,13376,95
,13550,90
,594,70
,576,50
,591,30
,21281,100
,18317,95
,532,90
,545,70
,537,50
,568,30
,21282,100
,18318,95
,18447,90
,539,70
,542,50
,570,30
,21283,100
,18319,95
,18448,90
,785,70
,787,50
,804,30
,21284,100
,18320,95
,558,90
,600,70
,589,50
,608,30
,21285,100
,18321,95
,18449,90
,14862,70
,621,50
,627,30
,14101,100
,13377,95
,13551,90
,608,70
,437,50
,396,30
,14102,100
,923,95
,904,90
,742,70
,577,50
,468,30
,14103,100
,958,95
,865,90
,711,70
,560,50
,576,30
,14104,100
,13378,95
,13552,90
,615,70
,603,50
,628,30
,14105,100
,13379,95
,13553,90
,824,70
,619,50
,643,30
,14106,100
,13380,95
,838,90
,914,70
,908,50
,939,30
,14107,100
,13381,95
,747,90
,616,70
,604,50
,629,30
"4EHY",5734,100
,6639,95
,6868,90
,6487,70
,6480,50
,6054,30
"7O3H",14099,100
,13375,95
,13549,90
,606,70
,585,50
,603,30
,21273,100
,18501,95
,1525,90
,1410,70
,1367,50
,1436,30
,14108,100
,13382,95
,13554,90
,1815,70
,1688,50
,1686,30
,14100,100
,13376,95
,13550,90
,594,70
,576,50
,591,30
,14101,100
,13377,95
,13551,90
,608,70
,437,50
,396,30
,14102,100
,923,95
,904,90
,742,70
,577,50
,468,30
,14103,100
,958,95
,865,90
,711,70
,560,50
,576,30
,14104,100
,13378,95
,13552,90
,615,70
,603,50
,628,30
,14105,100
,13379,95
,13553,90
,824,70
,619,50
,643,30
,14106,100
,13380,95
,838,90
,914,70
,908,50
,939,30
,14107,100
,13381,95
,747,90
,616,70
,604,50
,629,30
"7O3E",14099,100
,13375,95
,13549,90
,606,70
,585,50
,603,30
,21274,100
,18310,95
,18442,90
,14861,70
,15493,50
,15276,30
,21275,100
,18311,95
,501,90
,540,70
,377,50
,400,30
,21276,100
,18312,95
,509,90
,541,70
,541,50
,422,30
,21277,100
,18313,95
,18443,90
,542,70
,462,50
,450,30
,21278,100
,18314,95
,18444,90
,597,70
,591,50
,626,30
,410,100
,525,95
,552,90
,598,70
,587,50
,606,30
,21279,100
,18315,95
,18445,90
,599,70
,588,50
,607,30
,21280,100
,18316,95
,18446,90
,624,70
,620,50
,650,30
,21281,100
,18317,95
,532,90
,545,70
,537,50
,568,30
,21282,100
,18318,95
,18447,90
,539,70
,542,50
,570,30
,14100,100
,13376,95
,13550,90
,594,70
,576,50
,591,30
,21283,100
,18319,95
,18448,90
,785,70
,787,50
,804,30
,21284,100
,18320,95
,558,90
,600,70
,589,50
,608,30
,21285,100
,18321,95
,18449,90
,14862,70
,621,50
,627,30
,14107,100
,13381,95
,747,90
,616,70
,604,50
,629,30
,14101,100
,13377,95
,13551,90
,608,70
,437,50
,396,30
,14102,100
,923,95
,904,90
,742,70
,577,50
,468,30
,14104,100
,13378,95
,13552,90
,615,70
,603,50
,628,30
,14105,100
,13379,95
,13553,90
,824,70
,619,50
,643,30
,14106,100
,13380,95
,838,90
,914,70
,908,50
,939,30
,14103,100
,958,95
,865,90
,711,70
,560,50
,576,30
,14108,100
,13382,95
,13554,90
,1815,70
,1688,50
,1686,30
"5HLE",14737,100
,9544,95
,9741,90
,1756,70
,1692,50
,266,30
"6KOF",1072,100
,602,95
,627,90
,697,70
,696,50
,713,30
"6KOD",99818,100
,19781,95
,21012,90
,15833,70
,14855,50
,299,30
"4EIP",26747,100
,8240,95
,8598,90
,8797,70
,8035,50
,1343,30
"4EJ0",99495,100
,43964,95
,44484,90
,39831,70
,12003,50
,10556,30
"5HLQ",21639,100
,93,95
,16,90
,23,70
,48,50
,68,30
"7O40",9273,100
,11424,95
,9479,90
,10802,70
,3796,50
,3755,30
"5HLX",21639,100
,93,95
,16,90
,23,70
,48,50
,68,30
"7O3Y",9273,100
,11424,95
,9479,90
,10802,70
,3796,50
,3755,30
"3BFV",85400,100
,17345,95
,20146,90
,15879,70
,11873,50
,9849,30
"4EIW",36152,100
,22654,95
,26771,90
,29607,70
,5315,50
,3958,30
"7O3X",9273,100
,11424,95
,9479,90
,10802,70
,3796,50
,3755,30
"3BG7",71102,100
,1074,95
,1119,90
,1216,70
,1204,50
,1165,30
"3BG6",60843,100
,1074,95
,1119,90
,1216,70
,1204,50
,1165,30
"5HM8",5365,100
,6562,95
,6314,90
,5519,70
,831,50
,675,30
"7O3Z",9273,100
,11424,95
,9479,90
,10802,70
,3796,50
,3755,30
"5HLU",21639,100
,93,95
,16,90
,23,70
,48,50
,68,30
"7O3W",9273,100
,11424,95
,9479,90
,10802,70
,3796,50
,3755,30
"7O2B",1961,100
,1485,95
,1544,90
,1544,70
,1520,50
,885,30
"3BDZ",18606,100
,5336,95
,5512,90
,5092,70
,5192,50
,5018,30
"7O2A",1961,100
,1485,95
,1544,90
,1544,70
,1520,50
,885,30
"7O1Z",9432,100
,10369,95
,10342,90
,10247,70
,8737,50
,9124,30
"7O2G",9432,100
,10369,95
,10342,90
,10247,70
,8737,50
,9124,30
"7O2D",9432,100
,10369,95
,10342,90
,10247,70
,8737,50
,9124,30
"7O2C",1961,100
,1485,95
,1544,90
,1544,70
,1520,50
,885,30
"3BEN",701,100
,289,95
,307,90
,332,70
,338,50
,358,30
"5HKK",21978,100
,18422,95
,18932,90
,4277,70
,539,50
,569,30
,21979,100
,18423,95
,18933,90
,254,70
,238,50
,260,30
,21980,100
,18424,95
,18934,90
,15771,70
,4383,50
,250,30
,34673,100
,18425,95
,18935,90
,15772,70
,6052,50
,958,30
"7NQN",534,100
,640,95
,672,90
,775,70
,765,50
,80,30
"4EHT",20170,100
,15462,95
,15307,90
,15424,70
,12253,50
,9681,30
"7O37",14099,100
,13375,95
,13549,90
,606,70
,585,50
,603,30
,21273,100
,18501,95
,1525,90
,1410,70
,1367,50
,1436,30
,14108,100
,13382,95
,13554,90
,1815,70
,1688,50
,1686,30
,21274,100
,18310,95
,18442,90
,14861,70
,15493,50
,15276,30
,21275,100
,18311,95
,501,90
,540,70
,377,50
,400,30
,21276,100
,18312,95
,509,90
,541,70
,541,50
,422,30
,21277,100
,18313,95
,18443,90
,542,70
,462,50
,450,30
,21278,100
,18314,95
,18444,90
,597,70
,591,50
,626,30
,410,100
,525,95
,552,90
,598,70
,587,50
,606,30
,21279,100
,18315,95
,18445,90
,599,70
,588,50
,607,30
,21280,100
,18316,95
,18446,90
,624,70
,620,50
,650,30
,14100,100
,13376,95
,13550,90
,594,70
,576,50
,591,30
,21281,100
,18317,95
,532,90
,545,70
,537,50
,568,30
,21282,100
,18318,95
,18447,90
,539,70
,542,50
,570,30
,21283,100
,18319,95
,18448,90
,785,70
,787,50
,804,30
,21284,100
,18320,95
,558,90
,600,70
,589,50
,608,30
,21285,100
,18321,95
,18449,90
,14862,70
,621,50
,627,30
,14101,100
,13377,95
,13551,90
,608,70
,437,50
,396,30
,14102,100
,923,95
,904,90
,742,70
,577,50
,468,30
,14103,100
,958,95
,865,90
,711,70
,560,50
,576,30
,14104,100
,13378,95
,13552,90
,615,70
,603,50
,628,30
,14105,100
,13379,95
,13553,90
,824,70
,619,50
,643,30
,14106,100
,13380,95
,838,90
,914,70
,908,50
,939,30
,14107,100
,13381,95
,747,90
,616,70
,604,50
,629,30
"3BF1",13144,100
,12075,95
,14395,90
,13527,70
,12829,50
,7310,30
"7NPA",70412,100
,42884,95
,66832,90
,20152,70
,18076,50
,18000,30
"5HIW",106923,100
,65455,95
,73182,90
,35854,70
,40932,50
,80,30
"7O1I",4198,100
,3392,95
,3140,90
,3138,70
,3020,50
,352,30
,34561,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
"7NPE",18420,100
,16013,95
,15929,90
,14745,70
,15106,50
,13616,30
"4EGN",991,100
,1015,95
,1068,90
,1071,70
,1089,50
,80,30
"4EGM",991,100
,1015,95
,1068,90
,1071,70
,1089,50
,80,30
"6KMM",19557,100
,15920,95
,16359,90
,15459,70
,15428,50
,1349,30
"6KMN",19557,100
,15920,95
,16359,90
,15459,70
,15428,50
,1349,30
"3BDJ",4535,100
,3246,95
,3487,90
,1540,70
,1273,50
,1278,30
"6KMK",645,100
,446,95
,475,90
,498,70
,489,50
,516,30
"7O1L",4198,100
,3392,95
,3140,90
,3138,70
,3020,50
,352,30
,23823,100
,3182,95
,3139,90
,3137,70
,3019,50
,1170,30
"6KN8",102,100
,130,95
,91,90
,62,70
,74,50
,75,30
,4886,100
,3872,95
,3990,90
,3808,70
,3916,50
,3649,30
,27725,100
,34827,95
,29775,90
,24506,70
,25647,50
,17176,30
,5745,100
,6908,95
,7088,90
,6419,70
,6876,50
,5864,30
,61780,100
,34828,95
,14130,90
,12559,70
,12796,50
,9856,30
,5746,100
,2467,95
,2392,90
,1330,70
,1306,50
,65,30
"6KN7",102,100
,130,95
,91,90
,62,70
,74,50
,75,30
,4886,100
,3872,95
,3990,90
,3808,70
,3916,50
,3649,30
,27725,100
,34827,95
,29775,90
,24506,70
,25647,50
,17176,30
,5745,100
,6908,95
,7088,90
,6419,70
,6876,50
,5864,30
,6820,100
,6909,95
,7089,90
,6420,70
,5947,50
,5197,30
,5746,100
,2467,95
,2392,90
,1330,70
,1306,50
,65,30
"7NPX",3425,100
,2458,95
,2258,90
,2343,70
,2022,50
,2069,30
"7O1X",9432,100
,10369,95
,10342,90
,10247,70
,8737,50
,9124,30
"6KMS",9008,100
,7462,95
,6898,90
,10056,70
,8696,50
,7895,30
,5660,100
,5111,95
,5468,90
,5211,70
,4761,50
,3513,30
"7O1R",9432,100
,10369,95
,10342,90
,10247,70
,8737,50
,9124,30
"4EH1",41824,100
,52154,95
,42841,90
,46776,70
,40685,50
,34621,30
"3BE0",18606,100
,5336,95
,5512,90
,5092,70
,5192,50
,5018,30
"4EGP",991,100
,1015,95
,1068,90
,1071,70
,1089,50
,80,30
"6KMR",5660,100
,5111,95
,5468,90
,5211,70
,4761,50
,3513,30
,9008,100
,7462,95
,6898,90
,10056,70
,8696,50
,7895,30
"4EGO",991,100
,1015,95
,1068,90
,1071,70
,1089,50
,80,30
"7O25",6522,100
,1789,95
,1840,90
,1879,70
,1858,50
,1856,30
"5HHZ",5708,100
,7218,95
,7348,90
,6683,70
,4908,50
,1739,30
"3BCC",2254,100
,2765,95
,2797,90
,608,70
,437,50
,396,30
,18784,100
,16955,95
,803,90
,615,70
,603,50
,628,30
,5248,100
,1281,95
,838,90
,914,70
,908,50
,939,30
,18786,100
,744,95
,747,90
,616,70
,604,50
,629,30
,18781,100
,16953,95
,20606,90
,606,70
,585,50
,603,30
,33513,100
,19270,95
,770,90
,594,70
,576,50
,591,30
,18782,100
,923,95
,904,90
,742,70
,577,50
,468,30
,18783,100
,16954,95
,865,90
,711,70
,560,50
,576,30
,18785,100
,16956,95
,804,90
,824,70
,619,50
,643,30

"6KLN",102,100
,130,95
,91,90
,62,70
,74,50
,75,30
"3BCJ",347,100
,228,95
,237,90
,224,70
,251,50
,121,30
"6KLL",102,100
,130,95
,91,90
,62,70
,74,50
,75,30
"5HIK",7172,100
,7424,95
,6745,90
,6498,70
,6884,50
,6111,30
"4EFH",47671,100
,503,95
,91,90
,62,70
,74,50
,75,30
,24257,100
,26133,95
,24879,90
,22231,70
,26828,50
,20125,30
"6KLV",38505,100
,33752,95
,28514,90
,26481,70
,20452,50
,16529,30
,38506,100
,33753,95
,28515,90
,26482,70
,20453,50
,396,30
,38507,100
,33754,95
,28516,90
,26483,70
,20454,50
,16530,30
"7NP8",60136,100
,75067,95
,71917,90
,20152,70
,18076,50
,18000,30
"3BCQ",79380,100
,63593,95
,41654,90
,1636,70
,1246,50
,14,30
,79381,100
,63594,95
,41655,90
,13870,70
,10,50
,14,30
"6KLS",38505,100
,33752,95
,28514,90
,26481,70
,20452,50
,16529,30
,38506,100
,33753,95
,28515,90
,26482,70
,20453,50
,396,30
,38507,100
,33754,95
,28516,90
,26483,70
,20454,50
,16530,30
"7NOT",4772,100
,5681,95
,5281,90
,5355,70
,4981,50
,2648,30
"3BAZ",36513,100
,26303,95
,24259,90
,17418,70
,13651,50
,490,30
"7NNQ",4772,100
,5681,95
,5281,90
,5355,70
,4981,50
,2648,30
"6KKO",104281,100
,76452,95
,56979,90
,55069,70
,45601,50
,25604,30
,14248,100
,15143,95
,13811,90
,13466,70
,12201,50
,9644,30
"6KIY",14589,100
,14168,95
,11729,90
,13336,70
,11317,50
,11200,30
"4EDH",5773,100
,6853,95
,7341,90
,6974,70
,5397,50
,521,30
"7NMJ",18674,100
,20271,95
,21168,90
,16093,70
,14443,50
,4492,30
"5HH3",80701,100
,39783,95
,37372,90
,17622,70
,13365,50
,80,30
"5HH0",107481,100
,14041,95
,14912,90
,11631,70
,12248,50
,9437,30
"5HH1",89174,100
,14041,95
,14912,90
,11631,70
,12248,50
,9437,30
"4EBU",20243,100
,17212,95
,20529,90
,16706,70
,15287,50
,2323,30
"4EC3",47247,100
,4612,95
,4920,90
,4871,70
,4343,50
,1946,30
"5HFJ",25064,100
,25130,95
,26558,90
,25466,70
,25896,50
,20434,30
"4ECH",69083,100
,2838,95
,2937,90
,2985,70
,2967,50
,2841,30
"6KII",64251,100
,53373,95
,43794,90
,35485,70
,20560,50
,2860,30
"5HG0",17210,100
,19128,95
,16903,90
,19542,70
,14437,50
,2383,30
"5HE9",36091,100
,26585,95
,26723,90
,21029,70
,19583,50
,20222,30
,110630,100
,32497,95
,30321,90
,26395,70
,27027,50
,16447,30
"6KGY",23833,100
,19781,95
,21012,90
,15833,70
,14855,50
,299,30
"7NK7",1321,100
,1552,95
,1587,90
,1591,70
,539,50
,569,30
,1683,100
,2097,95
,2119,90
,2070,70
,238,50
,260,30
,1476,100
,1845,95
,1863,90
,1849,70
,1837,50
,250,30
"7NKJ",1321,100
,1552,95
,1587,90
,1591,70
,539,50
,569,30
,1683,100
,2097,95
,2119,90
,2070,70
,238,50
,260,30
,1476,100
,1845,95
,1863,90
,1849,70
,1837,50
,250,30
"4EBF",64995,100
,6974,95
,7710,90
,7034,70
,3411,50
,490,30
"7NKH",1321,100
,1552,95
,1587,90
,1591,70
,539,50
,569,30
,1683,100
,2097,95
,2119,90
,2070,70
,238,50
,260,30
,1476,100
,1845,95
,1863,90
,1849,70
,1837,50
,250,30
"5HF0",672,100
,593,95
,629,90
,684,70
,671,50
,230,30
"4EA8",18621,100
,11057,95
,9868,90
,10348,70
,9800,50
,2008,30
"4EA7",18621,100
,11057,95
,9868,90
,10348,70
,9800,50
,2008,30
"6KFW",106907,100
,65444,95
,73172,90
,35845,70
,40925,50
,80,30
"5HDI",73559,100
,49508,95
,49444,90
,62352,70
,49579,50
,80,30
"7NJK",1321,100
,1552,95
,1587,90
,1591,70
,539,50
,569,30
,1683,100
,2097,95
,2119,90
,2070,70
,238,50
,260,30
,1476,100
,1845,95
,1863,90
,1849,70
,1837,50
,250,30
,1612,100
,2004,95
,2032,90
,1949,70
,1944,50
,1947,30
,1254,100
,1348,95
,1391,90
,1437,70
,1423,50
,1481,30
,1420,100
,1773,95
,1795,90
,1783,70
,1776,50
,835,30
,1265,100
,1530,95
,1553,90
,1605,70
,1604,50
,1646,30
,1253,100
,1553,95
,1588,90
,1592,70
,1572,50
,1636,30
"4EAB",108699,100
,11057,95
,9868,90
,10348,70
,9800,50
,2008,30
"4EAA",106025,100
,11057,95
,9868,90
,10348,70
,9800,50
,2008,30
"6KGQ",666,100
,729,95
,903,90
,879,70
,875,50
,911,30
"7NJQ",1321,100
,1552,95
,1587,90
,1591,70
,539,50
,569,30
,1683,100
,2097,95
,2119,90
,2070,70
,238,50
,260,30
,1476,100
,1845,95
,1863,90
,1849,70
,1837,50
,250,30
,1612,100
,2004,95
,2032,90
,1949,70
,1944,50
,1947,30
,1254,100
,1348,95
,1391,90
,1437,70
,1423,50
,1481,30
,1420,100
,1773,95
,1795,90
,1783,70
,1776,50
,835,30
,1265,100
,1530,95
,1553,90
,1605,70
,1604,50
,1646,30
,1253,100
,1553,95
,1588,90
,1592,70
,1572,50
,1636,30
"6KGR",666,100
,729,95
,903,90
,879,70
,875,50
,911,30
"7NJP",1321,100
,1552,95
,1587,90
,1591,70
,539,50
,569,30
,1683,100
,2097,95
,2119,90
,2070,70
,238,50
,260,30
,1476,100
,1845,95
,1863,90
,1849,70
,1837,50
,250,30
,1612,100
,2004,95
,2032,90
,1949,70
,1944,50
,1947,30
,1254,100
