Identifier,Polymer EntityData,,
Entry ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"3QI8",62291,100
,289,95
,307,90
,332,70
,338,50
,358,30
"5X06",538,100
,621,95
,664,90
,761,70
,678,50
,559,30
,42982,100
,35751,95
,62450,90
,53196,70
,28456,50
,39647,30
"1KBO",2857,100
,2490,95
,2662,90
,2393,70
,2386,50
,2336,30
"4TLA",29026,100
,4926,95
,4970,90
,3760,70
,3651,50
,2989,30
"6ZRA",5323,100
,1376,95
,1427,90
,1475,70
,1480,50
,12,30
"6ZRB",1961,100
,1485,95
,1544,90
,1544,70
,1520,50
,885,30
"5WOL",51859,100
,41219,95
,50729,90
,47178,70
,30783,50
,3009,30
"5WOH",100,100
,117,95
,122,90
,35,70
,10,50
,14,30
,139,100
,115,95
,120,90
,31,70
,10,50
,14,30
"5X0G",16255,100
,8220,95
,8906,90
,6793,70
,6282,50
,6534,30
"5WOG",100,100
,117,95
,122,90
,35,70
,10,50
,14,30
,139,100
,115,95
,120,90
,31,70
,10,50
,14,30
"3QGP",9780,100
,6671,95
,7479,90
,7123,70
,4887,50
,4988,30
"6ZPO",2309,100
,2865,95
,2899,90
,2639,70
,2050,50
,2044,30
,1576,100
,1948,95
,1842,90
,1454,70
,1449,50
,1480,30
,1829,100
,2244,95
,1830,90
,1882,70
,1889,50
,1901,30
,2003,100
,2261,95
,2335,90
,1869,70
,1832,50
,1881,30
,2017,100
,2527,95
,2336,90
,2419,70
,2353,50
,2402,30
,2016,100
,2525,95
,1860,90
,1916,70
,1881,50
,1924,30
,2310,100
,2526,95
,2363,90
,2418,70
,2352,50
,2401,30
,1330,100
,1338,95
,1375,90
,1447,70
,1434,50
,1460,30
,2004,100
,2501,95
,2545,90
,2349,70
,2378,50
,2359,30
,2185,100
,2728,95
,2456,90
,2547,70
,2479,50
,2522,30
,4849,100
,619,95
,655,90
,324,70
,261,50
,280,30
,539,100
,629,95
,678,90
,254,70
,238,50
,260,30
,506,100
,630,95
,679,90
,740,70
,737,50
,250,30
,1003,100
,1088,95
,1135,90
,1257,70
,1236,50
,509,30
,876,100
,1071,95
,1062,90
,1152,70
,1144,50
,1184,30
,1977,100
,2115,95
,2176,90
,2192,70
,2249,50
,2172,30
,1141,100
,1212,95
,1242,90
,1347,70
,444,50
,471,30
,2005,100
,1733,95
,1566,90
,1618,70
,1608,50
,705,30
"5WMX",22986,100
,602,95
,627,90
,697,70
,696,50
,713,30
"5WMV",2491,100
,602,95
,627,90
,697,70
,696,50
,713,30
"5WMW",22986,100
,602,95
,627,90
,697,70
,696,50
,713,30
"5WN8",2491,100
,602,95
,627,90
,697,70
,696,50
,713,30
"5WMU",2491,100
,602,95
,627,90
,697,70
,696,50
,713,30
"1KB9",6707,100
,3528,95
,3647,90
,3504,70
,3482,50
,2589,30
,4843,100
,5850,95
,6138,90
,1356,70
,2,50
,2,30
,4844,100
,5851,95
,6139,90
,145,70
,33,50
,2,30
,2887,100
,3529,95
,3648,90
,3633,70
,3641,50
,2555,30
,9591,100
,3530,95
,3649,90
,2565,70
,437,50
,396,30
,3146,100
,3844,95
,3986,90
,3931,70
,577,50
,468,30
,3147,100
,3845,95
,3987,90
,3932,70
,560,50
,576,30
,5617,100
,6314,95
,6363,90
,5926,70
,5805,50
,5334,30
,2977,100
,3802,95
,3740,90
,3502,70
,2562,50
,2584,30
,2978,100
,3803,95
,3741,90
,3503,70
,2620,50
,2590,30
,7252,100
,6849,95
,7668,90
,7205,70
,6524,50
,5926,30
"6ZQM",2068,100
,619,95
,655,90
,324,70
,261,50
,280,30
,1576,100
,1948,95
,1842,90
,1454,70
,1449,50
,1480,30
,2003,100
,2261,95
,2335,90
,1869,70
,1832,50
,1881,30
,2016,100
,2525,95
,1860,90
,1916,70
,1881,50
,1924,30
,2310,100
,2526,95
,2363,90
,2418,70
,2352,50
,2401,30
,2004,100
,2501,95
,2545,90
,2349,70
,2378,50
,2359,30
,1829,100
,2244,95
,1830,90
,1882,70
,1889,50
,1901,30
,1330,100
,1338,95
,1375,90
,1447,70
,1434,50
,1460,30
,2185,100
,2728,95
,2456,90
,2547,70
,2479,50
,2522,30
,2017,100
,2527,95
,2336,90
,2419,70
,2353,50
,2402,30
,539,100
,629,95
,678,90
,254,70
,238,50
,260,30
,506,100
,630,95
,679,90
,740,70
,737,50
,250,30
,1003,100
,1088,95
,1135,90
,1257,70
,1236,50
,509,30
,876,100
,1071,95
,1062,90
,1152,70
,1144,50
,1184,30
,1977,100
,2115,95
,2176,90
,2192,70
,2249,50
,2172,30
,1141,100
,1212,95
,1242,90
,1347,70
,444,50
,471,30
,2005,100
,1733,95
,1566,90
,1618,70
,1608,50
,705,30
,2309,100
,2865,95
,2899,90
,2639,70
,2050,50
,2044,30
"6ZP3",3425,100
,2458,95
,2258,90
,2343,70
,2022,50
,2069,30
"3QFU",69677,100
,19276,95
,16978,90
,1962,70
,294,50
,319,30
"3QFT",71761,100
,25896,95
,30106,90
,21730,70
,26916,50
,16788,30
"3QFS",71666,100
,25896,95
,30106,90
,21730,70
,26916,50
,16788,30
"3QFR",101194,100
,9945,95
,1624,90
,1627,70
,1605,50
,1322,30
"1KAE",10817,100
,12581,95
,14922,90
,11349,70
,10105,50
,3989,30
"6ZPH",7611,100
,9063,95
,8290,90
,7487,70
,7807,50
,7600,30
,33960,100
,13108,95
,11917,90
,12329,70
,11158,50
,266,30
"6ZNO",3234,100
,3184,95
,3257,90
,3216,70
,74,50
,75,30
,1079,100
,503,95
,91,90
,62,70
,74,50
,75,30
,2892,100
,3626,95
,3580,90
,3748,70
,3569,50
,3592,30
,7118,100
,7450,95
,7624,90
,6510,70
,6660,50
,6089,30
,91978,100
,30837,95
,25018,90
,25603,70
,23371,50
,22566,30
,3582,100
,4083,95
,4191,90
,3841,70
,3845,50
,3723,30
,5977,100
,7451,95
,7625,90
,6511,70
,6661,50
,6090,30


"6ZNM",3234,100
,3184,95
,3257,90
,3216,70
,74,50
,75,30
,1079,100
,503,95
,91,90
,62,70
,74,50
,75,30
,2892,100
,3626,95
,3580,90
,3748,70
,3569,50
,3592,30
,7118,100
,7450,95
,7624,90
,6510,70
,6660,50
,6089,30
,3489,100
,3968,95
,3917,90
,4060,70
,3868,50
,3861,30
,3582,100
,4083,95
,4191,90
,3841,70
,3845,50
,3723,30
,61810,100
,78305,95
,73166,90
,57170,70
,7945,50
,7226,30
,5977,100
,7451,95
,7625,90
,6511,70
,6661,50
,6090,30
"6ZNN",3234,100
,3184,95
,3257,90
,3216,70
,74,50
,75,30
,1079,100
,503,95
,91,90
,62,70
,74,50
,75,30
,2892,100
,3626,95
,3580,90
,3748,70
,3569,50
,3592,30
,7118,100
,7450,95
,7624,90
,6510,70
,6660,50
,6089,30

,3489,100
,3968,95
,3917,90
,4060,70
,3868,50
,3861,30
,3582,100
,4083,95
,4191,90
,3841,70
,3845,50
,3723,30

,5977,100
,7451,95
,7625,90
,6511,70
,6661,50
,6090,30

"6ZNL",3234,100
,3184,95
,3257,90
,3216,70
,74,50
,75,30
,5977,100
,7451,95
,7625,90
,6511,70
,6661,50
,6090,30
,61703,100
,23907,95
,23260,90
,27540,70
,24234,50
,16539,30
,1079,100
,503,95
,91,90
,62,70
,74,50
,75,30
,2892,100
,3626,95
,3580,90
,3748,70
,3569,50
,3592,30
,4258,100
,4350,95
,1459,90
,1586,70
,1526,50
,1527,30
,5096,100
,2228,95
,2540,90
,1587,70
,1473,50
,1528,30
,7118,100
,7450,95
,7624,90
,6510,70
,6660,50
,6089,30
,26274,100
,23906,95
,23259,90
,27539,70
,24233,50
,16538,30
,3489,100
,3968,95
,3917,90
,4060,70
,3868,50
,3861,30
,3582,100
,4083,95
,4191,90
,3841,70
,3845,50
,3723,30
"6ZNX",65444,100
,44034,95
,47408,90
,61752,70
,52929,50
,1248,30
"6ZO4"
,3234,100
,3184,95
,3257,90
,3216,70
,74,50
,75,30
,1079,100
,503,95
,91,90
,62,70
,74,50
,75,30
,2892,100
,3626,95
,3580,90
,3748,70
,3569,50
,3592,30
,7118,100
,7450,95
,7624,90
,6510,70
,6660,50
,6089,30
,3489,100
,3968,95
,3917,90
,4060,70
,3868,50
,3861,30
,3582,100
,4083,95
,4191,90
,3841,70
,3845,50
,3723,30
,5977,100
,7451,95
,7625,90
,6511,70
,6661,50
,6090,30
"3QF1",2152,100
,446,95
,475,90
,498,70
,489,50
,516,30
"2NCD",25910,100
,8356,95
,8000,90
,8180,70
,7952,50
,266,30
"3QFF",8798,100
,10974,95
,11485,90
,9573,70
,9089,50
,2197,30
"3QFC",47755,100
,9945,95
,1624,90
,1627,70
,1605,50
,1322,30
"3QFB",35980,100
,7199,95
,4420,90
,4286,70
,2698,50
,299,30
,35981,100
,1179,95
,1155,90
,1269,70
,878,50
,228,30
"3QFA",35980,100
,7199,95
,4420,90
,4286,70
,2698,50
,299,30
,35981,100
,1179,95
,1155,90
,1269,70
,878,50
,228,30
"6ZMQ",81897,100
,72914,95
,56840,90
,40658,70
,40179,50
,27874,30
"5WJK",1378,100
,93,95
,16,90
,23,70
,48,50
,68,30
"6ZMX",11920,100
,13440,95
,3748,90
